epoch,loss,val_loss,head_a_loss,head_a_acc,val_head_a_loss,val_head_a_acc,head_b_loss,head_b_acc,val_head_b_loss,val_head_b_acc,head_c_loss,head_c_mae,head_c_mse,val_head_c_loss,val_head_c_mae,val_head_c_mse,learning_rate
3,7.507070541381836,7.507106781005859,2.2865700721740723,0.1133333370089531,2.2849459648132324,0.15666666626930237,3.465317487716675,0.036249998956918716,3.4672513008117676,0.029999999329447746,0.07542052119970322,0.23513783514499664,0.07547368854284286,0.07242143899202347,0.2295641303062439,0.07297182828187943,0.0010000000474974513
4,7.4940505027771,7.4903035163879395,2.2810933589935303,0.12583333253860474,2.268198013305664,0.15000000596046448,3.460861921310425,0.03541666641831398,3.467836856842041,0.036666665226221085,0.0728062242269516,0.2301226109266281,0.07286891341209412,0.06832582503557205,0.22200846672058105,0.06894560158252716,0.0010000000474974513
5,7.469387054443359,7.458313941955566,2.265953779220581,0.12958332896232605,2.2299447059631348,0.14166666567325592,3.4561421871185303,0.04208333417773247,3.47062349319458,0.046666666865348816,0.06916946917772293,0.2237217277288437,0.06927864998579025,0.0647699385881424,0.21489331126213074,0.06547240912914276,0.0010000000474974513
6,7.444607734680176,7.4346466064453125,2.24863338470459,0.13500000536441803,2.2111213207244873,0.14666666090488434,3.4528050422668457,0.04458333179354668,3.4679253101348877,0.04500000178813934,0.06502825021743774,0.21456436812877655,0.06513155251741409,0.06280846893787384,0.21102218329906464,0.06357011944055557,0.0010000000474974513
7,7.422905445098877,7.4258270263671875,2.2356345653533936,0.14166666567325592,2.2031424045562744,0.15833333134651184,3.4463469982147217,0.04125000163912773,3.4664089679718018,0.036666665226221085,0.06475065648555756,0.21314221620559692,0.06485404819250107,0.06328688561916351,0.21145197749137878,0.06404726952314377,0.0010000000474974513
8,7.416327953338623,7.425668716430664,2.2348062992095947,0.16208332777023315,2.1971547603607178,0.1550000011920929,3.4425342082977295,0.046666666865348816,3.4685540199279785,0.036666665226221085,0.06492318958044052,0.21267656981945038,0.06501790881156921,0.06469942629337311,0.21320080757141113,0.06540804356336594,0.0010000000474974513
9,7.403243064880371,7.386572360992432,2.224454879760742,0.17291666567325592,2.1836678981781006,0.15333333611488342,3.4411983489990234,0.04541666805744171,3.4533908367156982,0.03500000014901161,0.06522902101278305,0.21437372267246246,0.06546547263860703,0.064247265458107,0.21239300072193146,0.06501893699169159,0.0010000000474974513
10,7.3942718505859375,7.320279121398926,2.2260937690734863,0.17083333432674408,2.1825931072235107,0.18833333253860474,3.4324734210968018,0.04958333447575569,3.410560131072998,0.0416666679084301,0.06768561899662018,0.21788115799427032,0.06779677420854568,0.06440526992082596,0.21321707963943481,0.0651068240404129,0.0010000000474974513
11,7.294110298156738,7.136643886566162,2.201841354370117,0.17249999940395355,2.121129274368286,0.19833333790302277,3.3816258907318115,0.05416666716337204,3.3240103721618652,0.0416666679084301,0.06625828146934509,0.2153015434741974,0.06649120151996613,0.06483843177556992,0.21204565465450287,0.06555234640836716,0.0010000000474974513
12,7.224856853485107,7.007575035095215,2.195418357849121,0.1733333319425583,2.0843300819396973,0.2150000035762787,3.337782382965088,0.05583333224058151,3.2657318115234375,0.046666666865348816,0.06965134292840958,0.22225600481033325,0.06988722831010818,0.06346074491739273,0.21146006882190704,0.06421744078397751,0.0010000000474974513
13,7.099602222442627,6.958293437957764,2.155827045440674,0.1850000023841858,2.0555450916290283,0.2150000035762787,3.2824833393096924,0.05999999865889549,3.245513439178467,0.05000000074505806,0.06653766334056854,0.21722112596035004,0.06674166768789291,0.06695405393838882,0.21611304581165314,0.06775346398353577,0.0010000000474974513
14,7.022922515869141,6.897488594055176,2.1292343139648438,0.19875000417232513,2.0395169258117676,0.22499999403953552,3.250927686691284,0.06708333641290665,3.2232136726379395,0.05000000074505806,0.06575498729944229,0.21608828008174896,0.06600123643875122,0.06487322598695755,0.2133202850818634,0.0656905397772789,0.0010000000474974513
15,6.963223457336426,6.871362209320068,2.0999882221221924,0.20125000178813934,2.035428047180176,0.2266666740179062,3.228492021560669,0.06708333641290665,3.2067806720733643,0.03999999910593033,0.06652273237705231,0.21714220941066742,0.06672704964876175,0.06440310925245285,0.21315300464630127,0.06519101560115814,0.0010000000474974513
16,6.889072895050049,6.887269496917725,2.0868139266967773,0.20791666209697723,2.0340518951416016,0.2199999988079071,3.188825845718384,0.07374999672174454,3.223220109939575,0.05833333358168602,0.06620050966739655,0.21761304140090942,0.06639187037944794,0.06806249916553497,0.21782661974430084,0.06885331869125366,0.0010000000474974513
17,6.834545135498047,6.851909160614014,2.0817980766296387,0.20000000298023224,2.0223140716552734,0.23999999463558197,3.156970262527466,0.07958333194255829,3.2077648639678955,0.054999999701976776,0.06515013426542282,0.21481287479400635,0.06543323397636414,0.06794852763414383,0.2175322026014328,0.0687510073184967,0.0010000000474974513
18,6.779622554779053,6.829153537750244,2.064638376235962,0.2266666740179062,1.99639093875885,0.25333333015441895,3.131570816040039,0.07833333313465118,3.2102913856506348,0.05999999865889549,0.06412462890148163,0.21255627274513245,0.06428783386945724,0.06960268318653107,0.22041471302509308,0.0703611746430397,0.0010000000474974513
19,6.753053188323975,6.823266506195068,2.0470640659332275,0.21958333253860474,1.9834468364715576,0.25333333015441895,3.123556613922119,0.08166666328907013,3.2158279418945312,0.05000000074505806,0.06516799330711365,0.21488437056541443,0.06534674018621445,0.06543733179569244,0.21476483345031738,0.06626395881175995,0.0010000000474974513
20,6.698556423187256,6.802978038787842,2.027926206588745,0.23083333671092987,1.9695335626602173,0.27000001072883606,3.101433277130127,0.07958333194255829,3.2165367603302,0.046666666865348816,0.06513459235429764,0.21455110609531403,0.06533776968717575,0.06333554536104202,0.211629718542099,0.06419304758310318,0.0010000000474974513
21,6.64147424697876,6.82820463180542,1.9953848123550415,0.23499999940395355,1.9591478109359741,0.2549999952316284,3.083458662033081,0.08416666835546494,3.241273880004883,0.07666666805744171,0.06604831665754318,0.21614466607570648,0.06620205193758011,0.061726320534944534,0.20869643986225128,0.06256992369890213,0.0010000000474974513
22,6.580875873565674,6.824296951293945,1.9859354496002197,0.23874999582767487,1.943354845046997,0.2633333206176758,3.0495688915252686,0.09000000357627869,3.255542755126953,0.05999999865889549,0.06462818384170532,0.21504323184490204,0.06477012485265732,0.06138766556978226,0.20836852490901947,0.06222284957766533,0.0010000000474974513
23,6.542628765106201,6.794194221496582,1.9678537845611572,0.24166665971279144,1.9413955211639404,0.27166667580604553,3.036748170852661,0.09083333611488342,3.233438014984131,0.054999999701976776,0.062325358390808105,0.21003293991088867,0.06247673183679581,0.060374580323696136,0.20617905259132385,0.061253637075424194,0.0010000000474974513
24,6.449422359466553,6.824960708618164,1.9484164714813232,0.26249998807907104,1.94989812374115,0.2633333206176758,2.9865055084228516,0.09666666388511658,3.2492034435272217,0.04833333194255829,0.06009886786341667,0.20653459429740906,0.06025697663426399,0.05921304225921631,0.20452599227428436,0.06014205142855644,0.0010000000474974513
25,6.469356060028076,6.850722789764404,1.9465587139129639,0.2549999952316284,1.9969861507415771,0.27000001072883606,3.001039981842041,0.09916666895151138,3.237639904022217,0.061666667461395264,0.059340301901102066,0.20400971174240112,0.05951846390962601,0.05611079931259155,0.19914086163043976,0.05709567293524742,0.0010000000474974513
26,6.430058002471924,7.0364837646484375,1.9634664058685303,0.2487500011920929,1.9859040975570679,0.2633333206176758,2.965216875076294,0.10374999791383743,3.372929811477661,0.05166666582226753,0.05952146276831627,0.20467641949653625,0.059623509645462036,0.057543884962797165,0.20111411809921265,0.05851533263921738,0.0010000000474974513
27,6.4286603927612305,7.642568588256836,1.943583607673645,0.26249998807907104,1.9237031936645508,0.27666667103767395,2.9737226963043213,0.09833333641290665,3.808523654937744,0.054999999701976776,0.058919262140989304,0.20286180078983307,0.05900687351822853,0.062034547328948975,0.20745791494846344,0.06301278620958328,0.0010000000474974513
28,6.402758598327637,7.324353218078613,1.9071508646011353,0.26499998569488525,1.91610848903656,0.26499998569488525,2.9786367416381836,0.10333333164453506,3.607740879058838,0.07000000029802322,0.055938709527254105,0.19690720736980438,0.056021563708782196,0.05552920699119568,0.19756199419498444,0.05649084597826004,0.0010000000474974513
29,6.249074935913086,7.354619979858398,1.8886932134628296,0.2887499928474426,1.9117138385772705,0.27666667103767395,2.8910317420959473,0.1120833307504654,3.629756212234497,0.0533333346247673,0.05339937284588814,0.1918386071920395,0.05351508408784866,0.051781076937913895,0.19069594144821167,0.052750568836927414,0.0010000000474974513
1,7.5313239097595215,7.519858360290527,2.30414080619812,0.10333333164453506,2.296218156814575,0.10333333164453506,3.468026876449585,0.02666666731238365,3.466254472732544,0.029999999329447746,0.08347558975219727,0.24945220351219177,0.0835181474685669,0.07950364053249359,0.24090439081192017,0.07994024455547333,0.0010000000474974513
2,7.522390365600586,7.511388301849365,2.2997024059295654,0.09541666507720947,2.2862648963928223,0.10333333164453506,3.4650838375091553,0.03791666775941849,3.4681968688964844,0.029999999329447746,0.08236203342676163,0.24775464832782745,0.0824279710650444,0.07708767056465149,0.23687539994716644,0.07754719257354736,0.0010000000474974513
3,7.507070541381836,7.507106781005859,2.2865700721740723,0.1133333370089531,2.2849459648132324,0.15666666626930237,3.465317487716675,0.036249998956918716,3.4672513008117676,0.029999999329447746,0.07542052119970322,0.23513783514499664,0.07547368854284286,0.07242143899202347,0.2295641303062439,0.07297182828187943,0.0010000000474974513
4,7.4940505027771,7.4903035163879395,2.2810933589935303,0.12583333253860474,2.268198013305664,0.15000000596046448,3.460861921310425,0.03541666641831398,3.467836856842041,0.036666665226221085,0.0728062242269516,0.2301226109266281,0.07286891341209412,0.06832582503557205,0.22200846672058105,0.06894560158252716,0.0010000000474974513
5,7.469387054443359,7.458313941955566,2.265953779220581,0.12958332896232605,2.2299447059631348,0.14166666567325592,3.4561421871185303,0.04208333417773247,3.47062349319458,0.046666666865348816,0.06916946917772293,0.2237217277288437,0.06927864998579025,0.0647699385881424,0.21489331126213074,0.06547240912914276,0.0010000000474974513
6,7.444607734680176,7.4346466064453125,2.24863338470459,0.13500000536441803,2.2111213207244873,0.14666666090488434,3.4528050422668457,0.04458333179354668,3.4679253101348877,0.04500000178813934,0.06502825021743774,0.21456436812877655,0.06513155251741409,0.06280846893787384,0.21102218329906464,0.06357011944055557,0.0010000000474974513
7,7.422905445098877,7.4258270263671875,2.2356345653533936,0.14166666567325592,2.2031424045562744,0.15833333134651184,3.4463469982147217,0.04125000163912773,3.4664089679718018,0.036666665226221085,0.06475065648555756,0.21314221620559692,0.06485404819250107,0.06328688561916351,0.21145197749137878,0.06404726952314377,0.0010000000474974513
8,7.416327953338623,7.425668716430664,2.2348062992095947,0.16208332777023315,2.1971547603607178,0.1550000011920929,3.4425342082977295,0.046666666865348816,3.4685540199279785,0.036666665226221085,0.06492318958044052,0.21267656981945038,0.06501790881156921,0.06469942629337311,0.21320080757141113,0.06540804356336594,0.0010000000474974513
1,7.5319719314575195,7.517393589019775,2.3027541637420654,0.08708333224058151,2.293332576751709,0.09833333641290665,3.4693005084991455,0.030833333730697632,3.466789722442627,0.029999999329447746,0.0832858681678772,0.24910080432891846,0.08321215957403183,0.07793372869491577,0.23783233761787415,0.07836222648620605,0.0010000000474974513
2,7.504988670349121,7.473814964294434,2.2838127613067627,0.11958333104848862,2.2533724308013916,0.12833333015441895,3.464616060256958,0.03541666641831398,3.467036485671997,0.029999999329447746,0.07715900987386703,0.23960083723068237,0.07720747590065002,0.06977821886539459,0.2236093431711197,0.07033925503492355,0.0010000000474974513
3,7.472554683685303,7.437658786773682,2.260617733001709,0.12458333373069763,2.2223148345947266,0.1616666615009308,3.460075855255127,0.03375000134110451,3.4656295776367188,0.03333333507180214,0.06891213357448578,0.22374305129051208,0.06887464970350266,0.06502899527549744,0.2159254401922226,0.06583558768033981,0.0010000000474974513
4,7.449663162231445,7.4395432472229,2.2509093284606934,0.13124999403953552,2.2251076698303223,0.15166667103767395,3.451521635055542,0.04833333194255829,3.4679527282714844,0.03166666626930237,0.06511781364679337,0.2165490984916687,0.06512142717838287,0.06522510945796967,0.21435701847076416,0.06612233072519302,0.0010000000474974513
5,7.436426639556885,7.418348789215088,2.240171194076538,0.13458333909511566,2.2020859718322754,0.1599999964237213,3.4501547813415527,0.0404166653752327,3.467846393585205,0.03166666626930237,0.0638364776968956,0.21235941350460052,0.06374093145132065,0.06335891038179398,0.21029843389987946,0.06421463936567307,0.0010000000474974513
6,7.426935195922852,7.4093146324157715,2.243767023086548,0.14041666686534882,2.1983394622802734,0.16500000655651093,3.441206216812134,0.04458333179354668,3.462326765060425,0.03333333507180214,0.064967580139637,0.2135835736989975,0.06486938148736954,0.0632186084985733,0.2103801965713501,0.06407663226127625,0.0010000000474974513
7,7.419046401977539,7.422128200531006,2.2360525131225586,0.14875000715255737,2.2177300453186035,0.15000000596046448,3.441288709640503,0.04500000178813934,3.459461212158203,0.036666665226221085,0.06445886194705963,0.2122042030096054,0.06437112390995026,0.06803184002637863,0.21755699813365936,0.06890919059515,0.0010000000474974513
8,7.392457485198975,7.347944259643555,2.221825361251831,0.1691666692495346,2.1793949604034424,0.19166666269302368,3.433772325515747,0.04500000178813934,3.436007022857666,0.03999999910593033,0.06452948600053787,0.2136380523443222,0.0643622875213623,0.0722934827208519,0.2238854467868805,0.07313819229602814,0.0010000000474974513
1,7.5351409912109375,7.524547576904297,2.3057496547698975,0.08874999731779099,2.301884174346924,0.10333333164453506,3.469609022140503,0.028750000521540642,3.4659202098846436,0.029999999329447746,0.08303564786911011,0.2486225664615631,0.08307712525129318,0.07911378890275955,0.24020008742809296,0.07954856753349304,0.0010000000474974513
2,7.524782657623291,7.518747329711914,2.301478624343872,0.10583333671092987,2.2964329719543457,0.11999999731779099,3.465729236602783,0.03541666641831398,3.466107130050659,0.029999999329447746,0.08245809376239777,0.24778689444065094,0.08252333849668503,0.07738374173641205,0.23758891224861145,0.07786192744970322,0.0010000000474974513
3,7.504077911376953,7.5093913078308105,2.2827539443969727,0.12999999523162842,2.2899439334869385,0.11666666716337204,3.4657275676727295,0.036666665226221085,3.466384172439575,0.029999999329447746,0.07509596645832062,0.23493123054504395,0.07513929158449173,0.07696840167045593,0.23744824528694153,0.07767374813556671,0.0010000000474974513
4,7.489014625549316,7.460705757141113,2.2777345180511475,0.11958333104848862,2.2408580780029297,0.1616666615009308,3.4599123001098633,0.03750000149011612,3.468768358230591,0.03333333507180214,0.07272256165742874,0.229610413312912,0.07295937836170197,0.06532437354326248,0.21594683825969696,0.06615134328603745,0.0010000000474974513
5,7.456328868865967,7.4452033042907715,2.258366584777832,0.14000000059604645,2.2230377197265625,0.15333333611488342,3.4522862434387207,0.0416666679084301,3.4698657989501953,0.03333333507180214,0.06515756249427795,0.2165037989616394,0.06538118422031403,0.06419966369867325,0.21236588060855865,0.06507290154695511,0.0010000000474974513
6,7.448382377624512,7.45672607421875,2.252998113632202,0.14875000715255737,2.2345433235168457,0.1666666716337204,3.4509177207946777,0.04874999821186066,3.4701244831085205,0.03166666626930237,0.06451801210641861,0.21437735855579376,0.0647072121500969,0.06767721474170685,0.21723218262195587,0.0685529038310051,0.0010000000474974513
7,7.438833713531494,7.431798458099365,2.2462172508239746,0.14916667342185974,2.2061991691589355,0.15666666626930237,3.4490931034088135,0.04374999925494194,3.471200466156006,0.02500000037252903,0.06403946876525879,0.21121454238891602,0.06426193565130234,0.06419000774621964,0.21080319583415985,0.0650351420044899,0.0010000000474974513
8,7.428112030029297,7.432712554931641,2.2376677989959717,0.14374999701976776,2.2108964920043945,0.16833333671092987,3.447568416595459,0.04374999925494194,3.4684691429138184,0.02666666731238365,0.06396212428808212,0.21175658702850342,0.06415275484323502,0.06638629734516144,0.21437111496925354,0.06720798462629318,0.0010000000474974513
